CLIENTE;MES;NRO_VEC_COB;PDPs_ROTAS;ESTADO_PDP;NRO_CUOTAS;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;DEUDA_TOTAL;ESTATUS;ACTIVACION;MORA;TIPOCONTACTO
C00259;01/02/2014;<=10;0;0;>48;724.5;1453.47;2191.52;3/02/2014;12;19786.5;BT;1/01/2012;1;CNE
C00262;01/02/2014;<=10;0;0;>48;320.87;245.76;319.48;7/02/2014;9;10106.8;BT;1/01/2013;1;CNE
C00263;01/02/2014;<=10;0;0;<24, 48;45.01;39.02;175.34;20/02/2014;14;2073.56;BT;1/01/2012;1;CNE
C00265;01/02/2014;<=10;0;0;>48;24.43;0;0;6/02/2014;15;34013.9;BT;1/01/2013;1;COEF
C00266;01/02/2014;<=10;>0;0;<24, 48;1536.77;0;0;10/02/2014;7;7883.01;BT;1/01/2012;0;CNE
C00268;01/02/2014;>10;0;0;<24, 48;138.62;100.94;0.12;4/02/2014;7;1382.05;BT;1/01/2011;1;COEF
C00269;01/02/2014;>10;0;1;>48;152.46;0;0;11/02/2014;15;4162.02;BT;1/01/2011;1;COEF
C00270;01/02/2014;<=10;>0;0;<24, 48;608.95;915.38;915.38;4/02/2014;15;6006.18;BT;1/01/2013;0;CNE
C00271;01/02/2014;<=10;0;0;<24, 48;647.37;0;648.13;19/02/2014;20;18500.5;BT;1/01/2013;1;COEF
C00272;01/02/2014;<=10;0;0;>48;536.14;0;0;6/02/2014;7;34399.2;BT;1/01/2013;1;COEF
C00273;01/02/2014;<=10;0;0;>48;1479.94;479.95;479.95;28/02/2014;8;75634.7;BT;1/01/2013;1;CNE
C00274;01/02/2014;<=10;0;0;<=24;212.58;0;0;3/02/2014;12;2916.74;BT;1/01/2013;1;COEF
C00275;01/02/2014;<=10;0;0;>48;260.15;260.15;260.34;7/02/2014;8;5763.22;BT;1/01/2013;1;COEF
C00276;01/02/2014;<=10;0;0;<24, 48;180.38;0;0;10/02/2014;12;18446.4;BT;1/01/2013;1;COEF
C00277;01/02/2014;>10;0;0;<24, 48;230.21;222.6;38.62;11/02/2014;12;1220.26;BT;1/01/2011;1;CNE
C00278;01/02/2014;>10;0;0;<24, 48;424.95;424.47;424.44;26/02/2014;17;10245.9;BT;1/01/2012;1;CNE
C00279;01/02/2014;<=10;0;0;<=24;165.79;0;0;5/02/2014;11;1743.65;BT;1/01/2013;1;CNE
C00280;01/02/2014;>10;0;0;>48;22.7;0;0;6/02/2014;18;2836.26;BT;1/01/2011;1;COEF
C00281;01/02/2014;>10;>0;0;<24, 48;1264.28;0;0;12/02/2014;12;7452.32;BT;1/01/2012;0;CNE
C00282;01/02/2014;>10;>0;1;<24, 48;316.87;639.86;645.23;21/02/2014;19;5613.95;BT;1/01/2013;1;CNE
C00284;01/02/2014;<=10;0;0;>48;104.81;326.34;376.9;3/02/2014;15;793.19;BT;1/01/2010;1;COEF
C00285;01/02/2014;<=10;0;0;>48;1786.59;1242.92;1242.92;11/02/2014;14;22110.5;BT;1/01/2012;1;CNE
C00286;01/02/2014;>10;0;0;<24, 48;1264.69;0;0;13/02/2014;8;7348.21;BT;1/01/2011;0;CNE
C00289;01/02/2014;<=10;0;0;<24, 48;415.36;624.75;835.69;7/02/2014;12;3646.5;BT;1/01/2012;0;CNE
C00290;01/02/2014;<=10;0;0;<=24;975.05;0;0;14/02/2014;18;975.59;BT;1/01/2014;1;COEF
C00291;01/02/2014;<=10;0;0;<=24;115.44;0;0;5/02/2014;9;1844.68;BT;1/01/2013;1;COEF
C00292;01/02/2014;<=10;0;0;<24, 48;135.98;0;136.36;13/02/2014;14;3461.2;BT;1/01/2013;1;CNE
C00293;01/02/2014;<=10;>0;0;<=24;597.34;798.73;0;26/02/2014;16;2982.54;BT;1/01/2013;0;COEF
C00297;01/02/2014;<=10;0;0;<24, 48;646.44;0;0;6/02/2014;8;12406.2;BT;1/01/2012;1;COEF
C00298;01/02/2014;>10;0;0;<24, 48;363.79;361.05;0;4/02/2014;16;2632.92;BT;1/01/2011;1;CNE
C00299;01/02/2014;>10;>0;1;>48;1747.71;0;0;11/02/2014;7;19667.6;BT;1/01/2012;0;CNE
C00300;01/02/2014;<=10;0;0;<24, 48;367.05;949.46;951.11;24/02/2014;15;9735.06;BT;1/01/2011;1;CNE
C00301;01/02/2014;>10;0;0;<24, 48;160.98;169.77;140.77;14/02/2014;11;2015.24;BT;1/01/2011;1;CNE
C00302;01/02/2014;>10;0;0;>48;363.94;365.39;0;17/02/2014;7;6167.04;BT;1/01/2011;1;CNE
C00304;01/02/2014;<=10;0;0;<24, 48;1377.27;0;0;6/02/2014;11;12072.6;BT;1/01/2013;0;CNE
C00308;01/02/2014;<=10;0;0;<24, 48;658.55;738.27;693.3;10/02/2014;16;6950.82;BT;1/01/2011;1;CNE
C00309;01/02/2014;<=10;>0;0;>48;3742.2;0;0;11/02/2014;7;41434.3;BT;1/01/2013;0;CNE
C00310;01/02/2014;<=10;0;0;>48;840.58;0;0;3/02/2014;9;25173.7;BT;1/01/2013;1;COEF
C00311;01/02/2014;>10;>0;0;<24, 48;2608.04;2619.83;0;26/02/2014;14;64117.8;BT;1/01/2012;1;CNE
C00312;01/02/2014;<=10;0;0;<24, 48;236.03;76.41;217.48;18/02/2014;11;4046.54;BT;1/01/2012;1;CNE
C00313;01/02/2014;<=10;0;0;<24, 48;115.74;0;0;3/02/2014;12;5259.07;BT;1/01/2013;1;COEF
C00315;01/02/2014;<=10;0;0;<24, 48;1320.33;113.84;16.49;5/02/2014;17;43530.7;BT;1/01/2013;1;COEF
C00316;01/02/2014;<=10;>0;1;>48;550.65;0;0;13/02/2014;16;58166.8;BT;1/01/2011;1;COEF
C00317;01/02/2014;<=10;0;0;<24, 48;127.23;220.38;0;6/02/2014;8;3852.23;BT;1/01/2012;1;COEF
C00318;01/02/2014;<=10;0;0;<24, 48;300.05;0;0;7/02/2014;10;6817.22;BT;1/01/2011;1;COEF
C00320;01/02/2014;<=10;0;0;>48;764.25;0;0;4/02/2014;10;6693.98;BT;1/01/2012;0;CNE
C00321;01/02/2014;<=10;0;0;<=24;178.67;0;0;12/02/2014;7;1474.97;BT;1/01/2012;1;COEF
C00322;01/02/2014;<=10;0;0;>48;342.35;0;347.68;4/02/2014;15;5837.84;BT;1/01/2011;1;CNE
C00323;01/02/2014;<=10;0;0;>48;765.07;482.19;34.81;17/02/2014;13;8489.96;BT;1/01/2013;0;CNE
C00324;01/02/2014;>10;0;0;>48;44.53;50.25;56.72;17/02/2014;11;5632.44;BT;1/01/2012;1;CNE
C00325;01/02/2014;>10;0;0;<24, 48;2191.63;615.1;1204.94;18/02/2014;15;23339.8;BT;1/01/2012;0;CNE
C00327;01/02/2014;<=10;0;0;<24, 48;554.13;553.93;557.33;18/02/2014;13;15171.3;BT;1/01/2012;1;CNE
C00328;01/02/2014;>10;>0;0;<24, 48;3345.78;0;3432.44;20/02/2014;11;17773.5;BT;1/01/2012;0;COEF
C00329;01/02/2014;<=10;0;0;<24, 48;233.16;0;0;28/02/2014;9;79695.9;BT;1/01/2013;1;CNE
C00330;01/02/2014;<=10;0;0;>48;637.44;630.72;632.22;14/02/2014;7;15281.5;BT;1/01/2013;1;CNE
C00331;01/02/2014;<=10;0;0;<24, 48;1538.28;1025.32;0;28/02/2014;11;2633.15;BT;1/01/2011;0;CNE
C00333;01/02/2014;<=10;0;0;<24, 48;587.06;353.83;184.15;14/02/2014;10;15106.8;BT;1/01/2012;1;CNE
C00334;01/02/2014;<=10;0;0;<24, 48;236.03;0;437.4;3/02/2014;11;15373.5;BT;1/01/2013;1;COEF
C00335;01/02/2014;>10;>0;1;<24, 48;480.27;480.3;0;12/02/2014;9;7580.3;BT;1/01/2012;1;COEF
C00336;01/02/2014;<=10;0;0;>48;367.46;0;0;4/02/2014;16;17551.9;BT;1/01/2013;1;CNE
C00337;01/02/2014;<=10;0;0;<=24;570.67;457.21;165;20/02/2014;14;569.34;BT;1/01/2012;1;CNE
C00338;01/02/2014;>10;0;0;<24, 48;189.22;374.68;0;17/02/2014;7;3732.35;BT;1/01/2012;1;COEF
C00339;01/02/2014;<=10;0;0;<=24;91.47;0;0;12/02/2014;12;1543.75;BT;1/01/2013;1;CNE
C00340;01/02/2014;<=10;>0;0;<24, 48;634.42;0;0;20/02/2014;19;5593.23;BT;1/01/2012;0;COEF
C00342;01/02/2014;<=10;0;0;>48;599.77;0;0;10/02/2014;19;20164.6;BT;1/01/2012;1;COEF
C00343;01/02/2014;>10;0;0;<24, 48;767.75;363.45;509.06;12/02/2014;13;20181.7;BT;1/01/2012;1;CNE
C00344;01/02/2014;<=10;>0;0;<24, 48;544.64;88.57;359.05;19/02/2014;10;1539.75;BT;1/01/2010;0;CNE
C00346;01/02/2014;<=10;0;0;<24, 48;570.64;0;0;13/02/2014;11;5817.88;BT;1/01/2013;0;COEF
C00348;01/02/2014;>10;0;0;>48;613.51;618.19;0;3/02/2014;9;13542.2;BT;1/01/2012;1;COEF
C00350;01/02/2014;<=10;>0;0;>48;1556.68;0;0;19/02/2014;8;29089;BT;1/01/2011;1;COEF
C00351;01/02/2014;<=10;0;0;>48;1688.73;3456.23;5243.34;26/02/2014;11;58944.7;BT;1/01/2012;1;CNE
C00352;01/02/2014;<=10;0;0;<24, 48;285.19;285.89;823.42;4/02/2014;9;11319.9;BT;1/01/2013;1;CNE
C00353;01/02/2014;>10;0;0;>48;1185.7;0;0;5/02/2014;16;12395;BT;1/01/2011;0;CNE
C00354;01/02/2014;>10;0;0;<=24;329.95;0;0;21/02/2014;14;3014.88;BT;1/01/2012;1;CNE
C00355;01/02/2014;<=10;0;0;<=24;239.9;0;0;3/02/2014;13;2717.83;BT;1/01/2013;1;COEF
C00356;01/02/2014;<=10;0;0;<24, 48;157.34;232.26;233.45;3/02/2014;14;5870.3;BT;1/01/2012;1;COEF
C00357;01/02/2014;<=10;0;0;<=24;66.74;0;0;6/02/2014;15;1852.37;BT;1/01/2013;1;CNE
C00358;01/02/2014;>10;>0;0;<24, 48;772.14;1578.54;0;10/02/2014;19;13160.9;BT;1/01/2012;1;COEF
C00359;01/02/2014;>10;0;0;<24, 48;487.84;493.57;0;6/02/2014;10;6692.74;BT;1/01/2011;1;CNE
C00360;01/02/2014;>10;0;0;<24, 48;232.34;258.43;539.67;4/02/2014;9;20661;BT;1/01/2012;1;CNE
C00362;01/02/2014;<=10;0;0;>48;141.5;258.2;0;3/02/2014;8;62537.4;BT;1/01/2013;1;CNE
C00364;01/02/2014;>10;0;0;>48;122.23;62.91;0;21/02/2014;11;11274;BT;1/01/2011;1;CNE
C00365;01/02/2014;>10;>0;1;<24, 48;1676.32;1682.29;0;4/02/2014;17;1634.18;BT;1/01/2010;0;CNE
C00366;01/02/2014;<=10;0;0;<24, 48;108.9;0;0;3/02/2014;11;2029.72;BT;1/01/2013;1;COEF
C00368;01/02/2014;<=10;0;0;>48;431.71;0;0;4/02/2014;7;17062.6;BT;1/01/2013;1;COEF
C00369;01/02/2014;<=10;>0;0;<24, 48;1061;1060.04;1056.79;11/02/2014;16;6914.38;BT;1/01/2013;0;CNE
C00370;01/02/2014;<=10;0;0;<24, 48;28.79;444.98;51.02;17/02/2014;9;7393.86;BT;1/01/2013;1;COEF
C00371;01/02/2014;<=10;0;0;<24, 48;1096.16;655.7;1762.02;24/02/2014;11;32626.1;BT;1/01/2013;1;COEF
C00372;01/02/2014;<=10;0;0;<24, 48;254.35;33.51;0;26/02/2014;9;2903.84;BT;1/01/2012;1;CNE
C00373;01/02/2014;<=10;0;0;>48;852.63;0;0;7/02/2014;11;38558.5;BT;1/01/2012;0;CNE
C00374;01/02/2014;<=10;>0;0;>48;1183.24;582.45;582.39;12/02/2014;10;13322.5;BT;1/01/2012;0;CNE
C00375;01/02/2014;>10;>0;1;>48;438.25;0;0;11/02/2014;10;6063.18;BT;1/01/2011;1;CNE
C00376;01/02/2014;>10;0;0;<24, 48;936.47;1877.59;0;14/02/2014;13;20946.1;BT;1/01/2012;1;CNE
C00377;01/02/2014;<=10;0;0;<24, 48;394.12;408.44;171.57;4/02/2014;14;8010.62;BT;1/01/2013;1;COEF
C00379;01/02/2014;<=10;0;0;<24, 48;678.69;0;0;21/02/2014;10;679.62;BT;1/01/2011;1;CNE
C00380;01/02/2014;<=10;0;0;<24, 48;508.55;252.02;506.23;6/02/2014;13;10671.1;BT;1/01/2012;1;CNE
C00381;01/02/2014;>10;0;0;<=24;533.08;806.4;1083.2;5/02/2014;10;2237.87;BT;1/01/2012;0;CNE
C00382;01/02/2014;>10;0;0;<24, 48;99.71;0;0;24/02/2014;10;1201.78;BT;1/01/2011;1;COEF
C00383;01/02/2014;>10;0;0;<24, 48;592.56;0;0;4/02/2014;10;5278.81;BT;1/01/2010;1;COEF
C00385;01/02/2014;<=10;0;0;<24, 48;336.38;0;0;3/02/2014;14;1591.12;BT;1/01/2011;1;COEF
C00386;01/02/2014;>10;0;0;<24, 48;458.2;688.31;688.31;4/02/2014;18;2615.13;BT;1/01/2011;0;COEF
C00387;01/02/2014;<=10;>0;0;<24, 48;724.24;480.56;585.09;5/02/2014;8;16131.9;BT;1/01/2012;0;COEF
C00388;01/02/2014;<=10;0;0;<24, 48;114.7;0;0;6/02/2014;14;2933.64;BT;1/01/2013;1;COEF
C00390;01/02/2014;>10;>0;1;<24, 48;838.9;840.41;0;14/02/2014;20;20104.7;BT;1/01/2012;1;CNE
C00392;01/02/2014;<=10;0;0;<24, 48;232.44;277.42;323.54;3/02/2014;13;8030.62;BT;1/01/2013;1;CNE
C00394;01/02/2014;>10;>0;0;>48;825.19;0;0;14/02/2014;20;6746.34;BT;1/01/2012;0;COEF
C00395;01/02/2014;<=10;0;0;<24, 48;812.29;0;0;17/02/2014;7;5335.16;BT;1/01/2012;0;CNE
C00396;01/02/2014;<=10;>0;0;<24, 48;1030.04;0;0;18/02/2014;14;33600.2;BT;1/01/2013;1;COEF
C00397;01/02/2014;<=10;0;0;<24, 48;889.55;2.95;0;13/02/2014;12;24531;BT;1/01/2013;1;CNE
C00398;01/02/2014;<=10;0;0;<24, 48;1094.54;0;0;21/02/2014;18;8903.82;BT;1/01/2013;0;CNE
C00399;01/02/2014;>10;0;0;<24, 48;284.93;489.9;504.41;10/02/2014;14;3101.43;BT;1/01/2011;1;COEF
C00400;01/02/2014;<=10;0;0;<24, 48;826.5;1177.42;2019.56;6/02/2014;14;19197.5;BT;1/01/2013;1;CNE
C00401;01/02/2014;<=10;>0;0;<24, 48;676.08;685.32;685.32;13/02/2014;9;11969;BT;1/01/2012;1;CNE
C00402;01/02/2014;<=10;0;0;<24, 48;321.77;0.22;0.22;21/02/2014;20;4232;BT;1/01/2012;1;CNE
C00403;01/02/2014;<=10;0;0;>48;1259.15;0;0;3/02/2014;14;63131.1;BT;1/01/2012;1;COEF
C00404;01/02/2014;<=10;0;0;<24, 48;117.93;62.36;150.4;12/02/2014;9;7733.54;BT;1/01/2013;1;CNE
C00406;01/02/2014;<=10;0;0;>48;115.36;116.06;109.83;7/02/2014;10;2854.91;BT;1/01/2013;1;CNE
C00409;01/02/2014;<=10;0;0;<=24;32.15;0;0;3/02/2014;12;1780.75;BT;1/01/2012;1;CNE
C00410;01/02/2014;<=10;>0;0;<24, 48;356.93;536.62;536.62;13/02/2014;13;3539.79;BT;1/01/2013;0;CNE
C00411;01/02/2014;<=10;0;0;<=24;82.13;0;146.26;7/02/2014;10;2687.45;BT;1/01/2013;1;CNE
C00412;01/02/2014;<=10;0;0;<24, 48;674.78;0;0;18/02/2014;13;10412.4;BT;1/01/2013;0;COEF
C00413;01/02/2014;<=10;0;0;<=24;2971.69;9.89;0;3/02/2014;17;37225.1;BT;1/01/2013;1;CNE
C00415;01/02/2014;<=10;0;0;<24, 48;365.93;366.22;0;4/02/2014;16;1073.23;BT;1/01/2010;1;CNE
C00416;01/02/2014;<=10;0;0;>48;972.05;0;0;4/02/2014;8;19113.7;BT;1/01/2011;1;COEF
C00418;01/02/2014;<=10;0;0;>48;263.81;0.71;0;4/02/2014;8;1368.74;BT;1/01/2011;0;CNE
C00419;01/02/2014;<=10;0;0;>48;890.73;1790.44;0;12/02/2014;13;22276.9;BT;1/01/2013;1;CNE
C00420;01/02/2014;<=10;0;0;<24, 48;508.37;517.19;0;3/02/2014;17;8667.53;BT;1/01/2011;1;COEF
C00421;01/02/2014;<=10;0;0;<24, 48;273.86;0;0;18/02/2014;15;2880.2;BT;1/01/2012;1;CNE
C00422;01/02/2014;<=10;0;0;>48;254.4;0;0;13/02/2014;17;992.02;BT;1/01/2011;1;CNE
C00423;01/02/2014;<=10;>0;0;<24, 48;4387.11;0;0;3/02/2014;18;35678.6;BT;1/01/2012;0;CNE
C00424;01/02/2014;<=10;0;0;<24, 48;135.69;0;0;3/02/2014;16;18155.7;BT;1/01/2013;1;CNE
C00425;01/02/2014;<=10;0;0;<24, 48;310.44;0;0;21/02/2014;7;7036.6;BT;1/01/2013;1;COEF
C00426;01/02/2014;<=10;>0;0;>48;382.89;787.19;388.4;24/02/2014;15;11415.6;BT;1/01/2013;1;COEF
C00427;01/02/2014;>10;0;0;>48;780.26;958.1;880.35;6/02/2014;12;55337.5;BT;1/01/2012;1;CNE
C00428;01/02/2014;<=10;0;0;<24, 48;108.76;0;0;10/02/2014;10;5306.4;BT;1/01/2013;1;CNE
C00429;01/02/2014;<=10;>0;0;>48;440.4;0;0;21/02/2014;19;13341.2;BT;1/01/2013;1;COEF
C00430;01/02/2014;<=10;0;0;<24, 48;462.85;0;0;6/02/2014;9;5403.23;BT;1/01/2013;0;COEF
C00431;01/02/2014;>10;0;0;<24, 48;309.72;0.5;0;26/02/2014;19;5048.53;BT;1/01/2012;1;CNE
C00432;01/02/2014;<=10;0;0;>48;1468.85;14.56;1457.48;3/02/2014;10;47750.7;BT;1/01/2012;1;CNE
C00433;01/02/2014;<=10;0;0;<24, 48;240.76;240.96;0;3/02/2014;12;1887.78;BT;1/01/2011;1;COEF
C00434;01/02/2014;<=10;0;0;>48;588.84;0.43;589.19;3/02/2014;8;4540.78;BT;1/01/2011;1;COEF
C00435;01/02/2014;<=10;>0;0;>48;2371.28;3362.27;0;20/02/2014;8;23206.3;BT;1/01/2012;0;CNE
C00436;01/02/2014;>10;0;0;<24, 48;243.33;487.41;734.38;18/02/2014;10;2804.43;BT;1/01/2012;1;CNE
C00437;01/02/2014;<=10;0;0;<24, 48;251.82;0;251.41;18/02/2014;17;4887.06;BT;1/01/2013;1;CNE
C00438;01/02/2014;<=10;>0;0;<24, 48;612.71;305.21;766;24/02/2014;7;1290.15;BT;1/01/2011;0;CNE
C00439;01/02/2014;<=10;0;0;>48;324.31;0;0;10/02/2014;14;8783.67;BT;1/01/2013;1;CNE
C00440;01/02/2014;<=10;0;0;>48;165.97;0;0;19/02/2014;15;17483.9;BT;1/01/2013;1;CNE
C00442;01/02/2014;<=10;>0;0;>48;178.62;0;330.82;12/02/2014;10;7830.16;BT;1/01/2013;1;COEF
C00443;01/02/2014;<=10;0;0;<24, 48;128.49;0;0;7/02/2014;16;3022.78;BT;1/01/2013;1;CNE
C00444;01/02/2014;<=10;0;0;<24, 48;1024.51;2226.85;1203.38;18/02/2014;16;34530.6;BT;1/01/2013;1;CNE
C00445;01/02/2014;>10;0;0;>48;1500.75;0;0;4/02/2014;15;47246;BT;1/01/2012;1;CNE
C00448;01/02/2014;<=10;0;0;<24, 48;97.97;308.86;312.91;3/02/2014;12;27129.2;BT;1/01/2013;1;COEF
C00449;01/02/2014;>10;0;0;<24, 48;739.32;740.13;0;3/02/2014;12;17048;BT;1/01/2012;1;CNE
C00450;01/02/2014;<=10;0;0;<24, 48;545.55;0;0;11/02/2014;17;9845.34;BT;1/01/2011;1;COEF
C00451;01/02/2014;>10;0;0;<24, 48;271.37;0;0;7/02/2014;13;14643.7;BT;1/01/2012;1;CNE
C00452;01/02/2014;<=10;0;0;>48;361.99;0;301.06;3/02/2014;15;10902.8;BT;1/01/2013;1;COEF
C00453;01/02/2014;<=10;>0;0;<24, 48;225.56;451.81;449.29;26/02/2014;9;3779.86;BT;1/01/2012;1;CNE
C00454;01/02/2014;<=10;0;0;<24, 48;316.67;0;0;3/02/2014;14;2576.16;BT;1/01/2011;1;CNE
C00455;01/02/2014;<=10;0;0;>48;2149.33;0;0;4/02/2014;7;21102.3;BT;1/01/2012;0;CNE
C00456;01/02/2014;>10;>0;0;<24, 48;965.82;0;0;12/02/2014;19;2888.07;BT;1/01/2010;0;CNE
C00457;01/02/2014;>10;0;0;<24, 48;242.03;0;1962.63;3/02/2014;16;32257.2;BT;1/01/2012;1;COEF
C00460;01/02/2014;<=10;0;0;<24, 48;574.26;190.73;0;11/02/2014;14;2943.04;BT;1/01/2011;0;CNE
C00462;01/02/2014;>10;>0;0;<24, 48;2176.63;0;0;28/02/2014;8;22296.5;BT;1/01/2011;0;COEF
C00463;01/02/2014;<=10;>0;0;<24, 48;1414.43;0;0;10/02/2014;13;15930.3;BT;1/01/2012;0;CNE
C00464;01/02/2014;<=10;0;0;<=24;1284.69;0;0;5/02/2014;9;19197.1;BT;1/01/2013;1;COEF
C00465;01/02/2014;<=10;>0;0;<24, 48;1066.75;0;0;4/02/2014;14;10520.8;BT;1/01/2013;0;CNE
C00467;01/02/2014;<=10;0;0;>48;249.29;241.49;236.18;3/02/2014;13;4549.39;BT;1/01/2013;1;COEF
C00468;01/02/2014;<=10;0;0;<24, 48;557.63;307.6;2.29;4/02/2014;13;16380.4;BT;1/01/2012;1;COEF
C00469;01/02/2014;>10;0;0;<24, 48;177.22;177.69;355.85;25/02/2014;9;1004.54;BT;1/01/2011;1;CNE
C00472;01/02/2014;<=10;0;0;<24, 48;231.83;0;231.85;20/02/2014;9;5737.77;BT;1/01/2013;1;CNE
C00473;01/02/2014;>10;0;0;>48;313.88;0;0;21/02/2014;9;8982.98;BT;1/01/2011;1;CNE
C00474;01/02/2014;<=10;>0;0;<24, 48;847.28;1699.43;2561.64;21/02/2014;7;16486.4;BT;1/01/2012;1;COEF
C00476;01/02/2014;>10;0;0;>48;504.67;0;0;17/02/2014;14;8950.87;BT;1/01/2011;1;CNE
C00477;01/02/2014;>10;0;0;<24, 48;544.12;0;0;3/02/2014;9;6054.33;BT;1/01/2011;1;CNE
C00478;01/02/2014;<=10;0;0;>48;343.54;244.43;588.79;28/02/2014;9;8516.9;BT;1/01/2013;1;CNE
C00479;01/02/2014;>10;>0;0;<24, 48;1025.4;1008.33;2046.9;25/02/2014;15;19176;BT;1/01/2012;1;COEF
C00481;01/02/2014;<=10;0;0;>48;1997.11;1979.67;1979.67;18/02/2014;10;79489;BT;1/01/2013;1;CNE
C00483;01/02/2014;<=10;>0;0;<24, 48;838.15;414.26;833.86;26/02/2014;20;9279.25;BT;1/01/2013;0;CNE
C00486;01/02/2014;<=10;0;0;>48;927.1;0;0;4/02/2014;13;18988.6;BT;1/01/2011;1;COEF
C00488;01/02/2014;>10;0;0;<24, 48;275.81;272;548.65;28/02/2014;16;1344.44;BT;1/01/2011;1;CNE
C00490;01/02/2014;<=10;0;0;<24, 48;1023.53;2056.23;1036;25/02/2014;11;19387.6;BT;1/01/2011;1;CNE
C00493;01/02/2014;>10;0;0;<24, 48;1568.41;0;0;20/02/2014;15;23078.6;BT;1/01/2012;1;COEF
C00494;01/02/2014;>10;0;0;<24, 48;207.39;445.07;0;27/02/2014;11;9483.94;BT;1/01/2012;1;CNE
C00496;01/02/2014;<=10;>0;1;<24, 48;245.92;48.19;225.77;21/02/2014;15;6921.28;BT;1/01/2013;1;CNE
C00498;01/02/2014;<=10;0;0;<24, 48;140.68;229.9;270.26;7/02/2014;7;9776;BT;1/01/2012;1;COEF
C00500;01/02/2014;>10;0;0;<24, 48;1455.74;1558.49;0;10/02/2014;14;2918.27;BT;1/01/2011;1;COEF
C00501;01/02/2014;>10;>0;0;<24, 48;440.57;11.6;0;18/02/2014;16;5696.02;BT;1/01/2011;1;COEF
C00503;01/02/2014;<=10;0;0;<24, 48;841.71;0;0;3/02/2014;10;15263.2;BT;1/01/2012;1;CNE
C00505;01/02/2014;<=10;0;0;<=24;875.23;0;0;24/02/2014;18;874.27;BT;1/01/2014;1;CNE
C00506;01/02/2014;<=10;0;0;<24, 48;811.74;0;0;6/02/2014;8;20445.9;BT;1/01/2013;1;COEF
C00507;01/02/2014;<=10;0;0;>48;252.67;449.4;0;10/02/2014;12;14301.2;BT;1/01/2011;1;COEF
C00508;01/02/2014;>10;0;0;>48;52.32;1040.14;164.05;4/02/2014;16;2755.77;BT;1/01/2012;1;CNE
C00509;01/02/2014;<=10;0;0;<24, 48;56.14;0;0;7/02/2014;7;3689.61;BT;1/01/2013;1;CNE
C00510;01/02/2014;<=10;0;0;>48;2799.97;0;0;3/02/2014;11;19437.4;BT;1/01/2012;0;CNE
C00514;01/02/2014;<=10;0;0;>48;169.21;0;66.67;17/02/2014;8;10070.9;BT;1/01/2012;1;CNE
C00517;01/02/2014;<=10;0;0;<24, 48;729.61;0;0;24/02/2014;15;12241;BT;1/01/2012;1;CNE
C00518;01/02/2014;>10;0;0;<24, 48;308.65;0;0;3/02/2014;11;623.06;BT;1/01/2011;1;CNE
C00519;01/02/2014;<=10;0;0;>48;122.87;49.8;141.74;11/02/2014;15;9561.76;BT;1/01/2012;1;CNE
C00520;01/02/2014;<=10;0;0;>48;311.56;311.37;0;20/02/2014;7;4184.26;BT;1/01/2011;1;CNE
C00522;01/02/2014;<=10;0;0;<24, 48;158.23;174.15;162.74;10/02/2014;11;4208.82;BT;1/01/2012;1;CNE
C00523;01/02/2014;<=10;0;0;<=24;132.21;0;0;3/02/2014;15;1899.59;BT;1/01/2012;1;CNE
C00524;01/02/2014;>10;0;0;<24, 48;147.61;144.72;141.59;20/02/2014;10;1237.62;BT;1/01/2010;1;CNE
C00526;01/02/2014;<=10;0;0;>48;535.64;0.42;536.31;21/02/2014;15;10602.1;BT;1/01/2012;1;CNE
C00527;01/02/2014;<=10;0;0;<24, 48;184.24;194.52;255.37;3/02/2014;16;5465.85;BT;1/01/2013;1;COEF
C00529;01/02/2014;<=10;0;0;<24, 48;250.21;250.66;0;4/02/2014;7;3690.17;BT;1/01/2012;1;CNE
C00530;01/02/2014;<=10;0;0;<24, 48;806.89;807.41;808.62;5/02/2014;7;18299.5;BT;1/01/2013;1;CNE
C00533;01/02/2014;<=10;0;0;>48;418.15;0;0;4/02/2014;9;656.67;BT;1/01/2012;1;COEF
C00534;01/02/2014;<=10;0;0;>48;28.6;0;0;3/02/2014;12;23707.3;BT;1/01/2013;1;COEF
C00536;01/02/2014;<=10;0;0;<24, 48;1030.04;2062.52;3104.88;12/02/2014;15;32307;BT;1/01/2013;1;CNE
C00537;01/02/2014;>10;0;0;>48;903.68;1814.56;906.38;20/02/2014;15;15665.9;BT;1/01/2011;1;COEF
C00538;01/02/2014;<=10;0;0;<24, 48;567;211.69;0;5/02/2014;7;24319.7;BT;1/01/2013;1;CNE
C00541;01/02/2014;>10;0;0;>48;400.14;0;362.89;4/02/2014;8;12403;BT;1/01/2011;1;CNE
C00542;01/02/2014;<=10;0;0;>48;209.66;0;0;19/02/2014;7;1054.33;BT;1/01/2010;1;COEF
C00543;01/02/2014;>10;0;0;<24, 48;422.38;0;396.12;3/02/2014;11;4315.41;BT;1/01/2011;1;CNE
C00544;01/02/2014;<=10;0;0;>48;206.53;0;0;3/02/2014;14;6509.04;BT;1/01/2011;1;CNE
C00545;01/02/2014;<=10;0;0;<24, 48;491.82;0;0;4/02/2014;9;12786.1;BT;1/01/2012;1;CNE
C00546;01/02/2014;<=10;>0;0;<24, 48;123.02;121.25;119.28;21/02/2014;7;704.26;BT;1/01/2012;1;CNE
